id,pred
2011_1106_1246,0.024040946280056513
2011_1106_1254,0.3150908667427245
2011_1106_1257,0.0350477058605756
2011_1106_1266,0.15017464693763088
2011_1106_1272,0.15168986549902228
2011_1106_1276,0.1406447439831832
2011_1106_1277,0.20512793777800345
2011_1106_1281,0.07732579056393359
2011_1106_1287,0.12001074871521972
2011_1106_1294,0.24263688913605147
2011_1106_1314,0.03602973138258344
2011_1106_1323,0.060679508891605595
2011_1106_1324,0.1265562606288531
2011_1106_1326,0.014683178963666983
2011_1106_1330,0.06114263528732603
2011_1106_1336,0.12199625653632169
2011_1106_1338,0.03419974080275636
2011_1106_1343,0.1824640683670178
2011_1106_1345,0.03734595698447184
2011_1106_1350,0.14366277582433257
2011_1106_1361,0.012123252306666417
2011_1106_1364,0.3162987277074097
2011_1106_1385,0.07383346797475328
2011_1106_1389,0.28438416731177835
2011_1106_1393,0.037082152498829554
2011_1106_1396,0.07215375135844714
2011_1106_1397,0.10274130762401028
2011_1106_1400,0.03597948321064017
2011_1106_1401,0.08538738038552318
2011_1106_1412,0.10250622819832077
2011_1106_1417,0.08953966673687008
2011_1106_1421,0.23902941047380705
2011_1106_1424,0.07852668378387316
2011_1106_1425,0.15814968605906365
2011_1106_1427,0.45718365350310863
2011_1106_1429,0.1358425399188852
2011_1106_1433,0.1321554387956491
2011_1106_1435,0.06376080098566159
2011_1106_1437,0.11126884808351106
2011_1106_1449,0.03039859407088327
2011_1106_1452,0.05992478053149758
2011_1106_1458,0.01878929335889555
2011_1106_1459,0.1967359755077137
2011_1106_1462,0.0647280568022285
2011_1112_1114,0.9134026028686999
2011_1112_1125,0.3979336519310459
2011_1112_1131,0.7996695929985256
2011_1112_1137,0.8233178712170297
2011_1112_1139,0.5568111715116798
2011_1112_1140,0.07436446324199225
2011_1112_1153,0.391136846350812
2011_1112_1155,0.6794247566841063
2011_1112_1163,0.24492483938582663
2011_1112_1181,0.14410989958076192
2011_1112_1196,0.2923338232411817
2011_1112_1199,0.6450978342048541
2011_1112_1206,0.5187421568749424
2011_1112_1207,0.4875470291431418
2011_1112_1208,0.6599731269817907
2011_1112_1211,0.5175166634760792
2011_1112_1214,0.843050659471354
2011_1112_1228,0.6342889482994506
2011_1112_1232,0.8299757043792201
2011_1112_1242,0.1540289621844247
2011_1112_1243,0.49313357013371656
2011_1112_1246,0.24603327350451404
2011_1112_1254,0.8590419700397769
2011_1112_1257,0.32484639282700656
2011_1112_1266,0.7006822481565693
2011_1112_1272,0.703156097535494
2011_1112_1276,0.6843499976484069
2011_1112_1277,0.7736843741373595
2011_1112_1281,0.5261092416487414
2011_1112_1287,0.6436983073865624
2011_1112_1294,0.9567502307754575
2011_1112_1314,0.33116176113624635
2011_1112_1323,0.46113606127006546
2011_1112_1324,0.6574664092542127
2011_1112_1326,0.16486313499359123
2011_1112_1330,0.4631485851737116
2011_1112_1336,0.6479682233134413
2011_1112_1338,0.3193070229870639
2011_1112_1343,0.7472575882048514
2011_1112_1345,0.33946287717010853
2011_1112_1350,0.6896717549330179
2011_1112_1361,0.13983609808302638
2011_1112_1364,0.859717636250416
2011_1112_1385,0.5136313147541367
2011_1112_1389,0.8403672665281421
2011_1112_1393,0.337813873157211
2011_1112_1396,0.5074279402362724
2011_1112_1397,0.6026815248769735
2011_1112_1400,0.3308411767566533
2011_1112_1401,0.5529206531049656
2011_1112_1412,0.6020701148965762
2011_1112_1417,0.46747017205232283
2011_1112_1421,0.806241782993544
2011_1112_1424,0.5302742660000088
2011_1112_1425,0.7417893746131251
2011_1112_1427,0.9177449582492011
2011_1112_1429,0.6755777035169407
2011_1112_1433,0.6685749647006362
2011_1112_1435,0.47428478569943155
2011_1112_1437,0.6238531227029441
2011_1112_1449,0.21258462046442844
2011_1112_1452,0.4578281637434289
2011_1112_1458,0.20234220794110197
2011_1112_1459,0.7644007372688293
2011_1112_1462,0.4782981744527229
2011_1114_1125,0.05896760411449024
2011_1114_1131,0.27454648699221584
2011_1114_1137,0.30641851529383235
2011_1114_1139,0.1064357477163276
2011_1114_1140,0.035634796260873965
2011_1114_1153,0.05740836920770678
2011_1114_1155,0.16731495003706082
2011_1114_1163,0.029835320083806623
2011_1114_1181,0.01571232498038436
2011_1114_1196,0.037688503699437756
2011_1114_1199,0.1469974662748495
2011_1114_1206,0.09271694564481661
2011_1114_1207,0.08273686001194469
2011_1114_1208,0.15541682418556876
2011_1114_1211,0.09230487067507782
2011_1114_1214,0.3374221993718005
2011_1114_1228,0.1412136800741898
2011_1114_1232,0.31638135819704116
2011_1114_1242,0.0297427911276985
2011_1114_1243,0.08444929614222083
2011_1114_1246,0.030009029462145124
2011_1114_1254,0.36620056104517795
2011_1114_1257,0.04362603995049818
2011_1114_1266,0.1816277244913543
2011_1114_1272,0.18339181100360905
2011_1114_1276,0.17050230367180835
2011_1114_1277,0.24477550112785046
2011_1114_1281,0.0952309310147732
2011_1114_1287,0.14623330184993263
2011_1114_1294,0.28691736773885035
2011_1114_1314,0.04483725903758203
2011_1114_1323,0.07504362559572153
2011_1114_1324,0.1539587972162944
2011_1114_1326,0.01837195821560001
2011_1114_1330,0.07560755930180918
2011_1114_1336,0.14857939650980304
2011_1114_1338,0.04257968393558666
2011_1114_1343,0.2189376711516599
2011_1114_1345,0.04645973086644895
2011_1114_1350,0.17403128480881402
2011_1114_1361,0.015178821629971367
2011_1114_1364,0.3674992191029624
2011_1114_1385,0.09100970918320113
2011_1114_1389,0.3329342188289539
2011_1114_1393,0.04613463375038091
2011_1114_1396,0.08897677222607892
2011_1114_1397,0.12572958812143173
2011_1114_1400,0.04477529815921931
2011_1114_1401,0.1049468966902535
2011_1114_1412,0.1254492639215437
2011_1114_1417,0.10993601046598038
2011_1114_1421,0.2828974499236478
2011_1114_1424,0.0966807592438677
2011_1114_1425,0.19089787548095877
2011_1114_1427,0.5140432684607976
2011_1114_1429,0.16487623127665763
2011_1114_1433,0.16054749136246854
2011_1114_1435,0.0787931394587817
2011_1114_1437,0.13587621634227456
2011_1114_1449,0.03788367841262201
2011_1114_1452,0.0741243357036008
2011_1114_1458,0.023485043332531198
2011_1114_1459,0.235241556597428
2011_1114_1462,0.07996895870587838
2011_1125_1131,0.8579434486560028
2011_1125_1137,0.875781279247114
2011_1125_1139,0.6552760416024398
2011_1125_1140,0.3709465783515679
2011_1125_1153,0.4928870593595323
2011_1125_1155,0.7622784432782753
2011_1125_1163,0.32920486177756547
2011_1125_1181,0.2030267426977677
2011_1125_1196,0.3846177259982172
2011_1125_1199,0.7333414051331053
2011_1125_1206,0.6198911251462377
2011_1125_1207,0.5900713102948492
2011_1125_1208,0.7459745127655971
2011_1125_1211,0.618733892349158
2011_1125_1214,0.890434434766516
2011_1125_1228,0.7240705117684234
2011_1125_1232,0.88074850469828
2011_1125_1242,0.3284982620521715
2011_1125_1243,0.5954675448229555
2011_1125_1246,0.33052775165201037
2011_1125_1254,0.9021581959329288
2011_1125_1257,0.4212838127726987
2011_1125_1266,0.7798223025687585
2011_1125_1272,0.781845710348869
2011_1125_1276,0.7663684631930661
2011_1125_1277,0.837985609961579
2011_1125_1281,0.6268237123829751
2011_1125_1287,0.7321453722608134
2011_1125_1294,0.8652487212783113
2011_1125_1314,0.42828471664715567
2011_1125_1323,0.5642213974851215
2011_1125_1324,0.7438557387769442
2011_1125_1326,0.22998469774751928
2011_1125_1330,0.5662110895012001
2011_1125_1336,0.7357904013812665
2011_1125_1338,0.41511105508945767
2011_1125_1343,0.8172941352387294
2011_1125_1345,0.43742815706295485
2011_1125_1350,0.7707705989561441
2011_1125_1361,0.19740867423554984
2011_1125_1364,0.9026506102543697
2011_1125_1385,0.6150573463619445
2011_1125_1389,0.8884539811667159
2011_1125_1393,0.4356171092276825
2011_1125_1396,0.6091632430273208
2011_1125_1397,0.6158120574595879
2011_1125_1400,0.42793026702890036
2011_1125_1401,0.651709221613816
2011_1125_1412,0.695970058366575
2011_1125_1417,0.6634249256837348
2011_1125_1421,0.8629315532526329
2011_1125_1424,0.6307248632453392
2011_1125_1425,0.7901455233158642
2011_1125_1427,0.9440741078559685
2011_1125_1429,0.7590730961830533
2011_1125_1433,0.7532142653227221
2011_1125_1435,0.4170413175209843
2011_1125_1437,0.715045697194953
2011_1125_1449,0.3858890703406867
2011_1125_1452,0.5609437995702616
2011_1125_1458,0.2773515669319828
2011_1125_1459,0.8307626854121289
2011_1125_1462,0.5810829257019802
2011_1131_1137,0.48485604221987916
2011_1131_1139,0.23939480165024718
2011_1131_1140,0.08895423686201225
2011_1131_1153,0.13862390890734208
2011_1131_1155,0.34680770155175966
2011_1131_1163,0.07515340162823796
2011_1131_1181,0.040473349279486016
2011_1131_1196,0.09378202200374666
2011_1131_1199,0.3128839660558155
2011_1131_1206,0.2126162528917119
2011_1131_1207,0.19246799917554722
2011_1131_1208,0.32716045821966366
2011_1131_1211,0.21179568904232587
2011_1131_1214,0.5560357975563446
2011_1131_1228,0.30289084010205364
2011_1131_1232,0.5501370606258762
2011_1131_1242,0.07493118182038452
2011_1131_1243,0.19596636879749704
2011_1131_1246,0.007070071363203995
2011_1131_1254,0.6042307922318222
2011_1131_1257,0.10756883722941463
2011_1131_1266,0.36965857239715616
2011_1131_1272,0.3724178498459092
2011_1131_1276,0.3519690691047637
2011_1131_1277,0.4613280931730582
2011_1131_1281,0.21760154178642277
2011_1131_1287,0.3115724327720135
2011_1131_1294,0.5153135456437498
2011_1131_1314,0.11035050303497608
2011_1131_1323,0.17653519363122658
2011_1131_1324,0.3247106803800574
2011_1131_1326,0.04712363100448536
2011_1131_1330,0.17771527344492388
2011_1131_1336,0.3155906190690075
2011_1131_1338,0.1051574656560138
2011_1131_1343,0.42551067642453766
2011_1131_1345,0.11406053316714362
2011_1131_1350,0.35763461959645326
2011_1131_1361,0.03913252471883
2011_1131_1364,0.6055670516606121
2011_1131_1385,0.2092103461255183
2011_1131_1389,0.568745011213682
2011_1131_1393,0.1133186212756101
2011_1131_1396,0.20513293602538266
2011_1131_1397,0.2753631516648384
2011_1131_1400,0.11020845489303853
2011_1131_1401,0.23653841607580178
2011_1131_1412,0.27485409126591703
2011_1131_1417,0.2460635047468098
2011_1131_1421,0.510384007596746
2011_1131_1424,0.22046043144068894
2011_1131_1425,0.38402229792268694
2011_1131_1427,0.736501626291218
2011_1131_1429,0.3428299042136175
2011_1131_1433,0.3357071893475027
2011_1131_1435,0.1843450271925451
2011_1131_1437,0.116412599591335
2011_1131_1449,0.09423923668562863
2011_1131_1452,0.174607322866876
2011_1131_1458,0.05975150005933651
2011_1131_1459,0.4483670336056331
2011_1131_1462,0.18677662062633113
2011_1137_1139,0.21235971623885913
2011_1137_1140,0.0771845034120138
2011_1137_1153,0.12115624109744788
2011_1137_1155,0.3126282141218662
2011_1137_1163,0.0650792483936431
2011_1137_1181,0.034872693795781055
2011_1137_1196,0.08143060818470331
2011_1137_1199,0.28061151893207653
2011_1137_1206,0.1878583794810561
2011_1137_1207,0.16955106190318736
2011_1137_1208,0.29404562659621064
2011_1137_1211,0.18711065927930357
2011_1137_1214,0.5354687859898344
2011_1137_1228,0.27124224475701875
2011_1137_1232,0.5116141507172941
2011_1137_1242,0.06488472682554945
2011_1137_1243,0.1727219794325331
2011_1137_1246,0.06544431540054699
2011_1137_1254,0.5666915859057607
2011_1137_1257,0.09358917533677999
2011_1137_1266,0.18571876405603055
2011_1137_1272,0.3370166294398557
2011_1137_1276,0.31752818174862907
2011_1137_1277,0.42317412188388925
2011_1137_1281,0.19240501426363618
2011_1137_1287,0.2793802599692658
2011_1137_1294,0.47664546066986335
2011_1137_1314,0.0960482426333476
2011_1137_1323,0.15515086740568979
2011_1137_1324,0.29173629805821033
2011_1137_1326,0.040641695638192844
2011_1137_1330,0.15621511777016198
2011_1137_1336,0.2831540405742431
2011_1137_1338,0.09145906960255895
2011_1137_1343,0.2236394377946649
2011_1137_1345,0.09933111240161256
2011_1137_1350,0.33880584320443397
2011_1137_1361,0.03371089238619636
2011_1137_1364,0.5680639865813429
2011_1137_1385,0.1847560101809347
2011_1137_1389,0.5304555339805368
2011_1137_1393,0.09867433775058794
2011_1137_1396,0.18104608824641857
2011_1137_1397,0.24557760994642064
2011_1137_1400,0.09592261997142126
2011_1137_1401,0.20973695512345175
2011_1137_1412,0.24510498851352946
2011_1137_1417,0.21849165286163225
2011_1137_1421,0.47172581391225815
2011_1137_1424,0.19501537921536088
2011_1137_1425,0.3481298877815022
2011_1137_1427,0.7053913142474169
2011_1137_1429,0.3088570784163633
2011_1137_1433,0.30211570641709184
2011_1137_1435,0.16220101211524143
2011_1137_1437,0.10141420951228314
2011_1137_1449,0.08183304380087991
2011_1137_1452,0.15341301935561746
2011_1137_1458,0.05162668944696185
2011_1137_1459,0.410468183584169
2011_1137_1462,0.16439938818850844
2011_1139_1140,0.23676990746003523
2011_1139_1153,0.33832527680902713
2011_1139_1155,0.6278254536166635
2011_1139_1163,0.20520150765256426
2011_1139_1181,0.05359516291762012
2011_1139_1196,0.24744116460553964
2011_1139_1199,0.6421443603525644
2011_1139_1206,0.46176815380635816
2011_1139_1207,0.4309313131366931
2011_1139_1208,0.6070536825987393
2011_1139_1211,0.4605484523690405
2011_1139_1214,0.8104403091068904
2011_1139_1228,0.5799165460615063
2011_1139_1232,0.795308291664134
2011_1139_1242,0.20467985356587853
2011_1139_1243,0.43642160378922545
2011_1139_1246,0.20617925773907034
2011_1139_1254,0.8290806105111165
2011_1139_1257,0.1154146696327699
2011_1139_1266,0.6507456787302979
2011_1139_1272,0.6534281101916479
2011_1139_1276,0.6331153693811389
2011_1139_1277,0.731255766434638
2011_1139_1281,0.4691148226220206
2011_1139_1287,0.5898201849808329
2011_1139_1294,0.7715834149223627
2011_1139_1314,0.28268831578799797
2011_1139_1323,0.40516245921747995
2011_1139_1324,0.6043906921294507
2011_1139_1326,0.13578953051992643
2011_1139_1330,0.40711525726637654
2011_1139_1336,0.5943288589727012
2011_1139_1338,0.27186348335010524
2011_1139_1343,0.7017842655590946
2011_1139_1345,0.2903017511094455
2011_1139_1350,0.6388450695005244
2011_1139_1361,0.11457052983433644
2011_1139_1364,0.8298714506443355
2011_1139_1385,0.4566859718097741
2011_1139_1389,0.8073267937763507
2011_1139_1393,0.2887871488587928
2011_1139_1396,0.4505332708671088
2011_1139_1397,0.5469662560409836
2011_1139_1400,0.28239484398908166
2011_1139_1401,0.4960621249552959
2011_1139_1412,0.5463336472934351
2011_1139_1417,0.5090694707540598
2011_1139_1421,0.7680872935793809
2011_1139_1424,0.4732792647526163
2011_1139_1425,0.664517229214058
2011_1139_1427,0.8987911599129236
2011_1139_1429,0.6237021359100683
2011_1139_1433,0.6162157591723448
2011_1139_1435,0.4179530674008668
2011_1139_1437,0.5689834890048331
2011_1139_1449,0.24844213549387148
2011_1139_1452,0.4019565743118951
2011_1139_1458,0.16798866541380456
2011_1139_1459,0.7208596206723931
2011_1139_1462,0.38730342914369653
2011_1140_1153,0.622389871810114
2011_1140_1155,0.844666829344543
2011_1140_1163,0.45422220201834373
2011_1140_1181,0.3016769046125752
2011_1140_1196,0.5145369990623717
2011_1140_1199,0.8234356948662381
2011_1140_1206,0.734435467090268
2011_1140_1207,0.709388973211059
2011_1140_1208,0.8327738396703599
2011_1140_1211,0.7334770260404464
2011_1140_1214,0.9323489613491176
2011_1140_1228,0.8165133799309249
2011_1140_1232,0.9260607191189593
2011_1140_1242,0.4534286501757142
2011_1140_1243,0.7139758812833148
2011_1140_1246,0.45570617719730705
2011_1140_1254,0.9398905340928363
2011_1140_1257,0.5524692911806741
2011_1140_1266,0.8572689083582614
2011_1140_1272,0.8587095431834196
2011_1140_1276,0.8476227040453793
2011_1140_1277,0.8976584494005705
2011_1140_1281,0.740154656303468
2011_1140_1287,0.8225459749764921
2011_1140_1294,0.9158879683020025
2011_1140_1314,0.5595424232651709
2011_1140_1323,0.687072982292981
2011_1140_1324,0.8312152337064221
2011_1140_1326,0.33620785368962686
2011_1140_1330,0.6888111224639644
2011_1140_1336,0.8252544288791273
2011_1140_1338,0.5461884951731625
2011_1140_1343,0.8835287747098645
2011_1140_1345,0.5687006397207802
2011_1140_1350,0.85079190983249
2011_1140_1361,0.33559523540001085
2011_1140_1364,0.94020563689353
2011_1140_1385,0.7304248723705322
2011_1140_1389,0.9310674829837475
2011_1140_1393,0.5668937672659478
2011_1140_1396,0.7255088870677358
2011_1140_1397,0.7955794348560019
2011_1140_1400,0.5591855929325832
2011_1140_1401,0.760371788933058
2011_1140_1412,0.7951639760445267
2011_1140_1417,0.6691316301239938
2011_1140_1421,0.9143553943588874
2011_1140_1424,0.8804486979844461
2011_1140_1425,0.864591492144759
2011_1140_1427,0.9662465153608826
2011_1140_1429,0.8915304795792002
2011_1140_1433,0.8380767699135067
2011_1140_1435,0.698315407170387
2011_1140_1437,0.809717521668873
2011_1140_1449,0.5158777826805747
2011_1140_1452,0.6842022152084731
2011_1140_1458,0.39425079120329365
2011_1140_1459,0.8927553919580435
2011_1140_1462,0.7016942110566192
2011_1153_1155,0.7673959990352827
2011_1153_1163,0.22138612340544178
2011_1153_1181,0.20766966371026055
2011_1153_1196,0.39137406626634713
2011_1153_1199,0.7388685039257511
2011_1153_1206,0.6265723132191029
2011_1153_1207,0.833834768121054
2011_1153_1208,0.7513285535374146
2011_1153_1211,0.6254231300125321
2011_1153_1214,0.8931797196835379
2011_1153_1228,0.729718947942718
2011_1153_1232,0.8837047844351775
2011_1153_1242,0.3348051299088595
2011_1153_1243,0.6023026090790133
2011_1153_1246,0.33685403767379973
2011_1153_1254,0.9046411877932445
2011_1153_1257,0.5883164308963887
2011_1153_1266,0.8576097026545931
2011_1153_1272,0.7866599229943148
2011_1153_1276,0.7714243728941085
2011_1153_1277,0.8418115924601031
2011_1153_1281,0.6334550992282251
2011_1153_1287,0.7376883941282161
2011_1153_1294,0.8685318896169605
2011_1153_1314,0.43526557146268674
2011_1153_1323,0.20354549871255084
2011_1153_1324,0.7492394249876023
2011_1153_1326,0.23506227784605702
2011_1153_1330,0.573186160428107
2011_1153_1336,0.741284647166816
2011_1153_1338,0.23580139570120073
2011_1153_1343,0.821504667608515
2011_1153_1345,0.4444421892875968
2011_1153_1350,0.7757591187041123
2011_1153_1361,0.2019556748160655
2011_1153_1364,0.9051224200153732
2011_1153_1385,0.6217716572171986
2011_1153_1389,0.8912428276558568
2011_1153_1393,0.2129415115030183
2011_1153_1396,0.6159161612077286
2011_1153_1397,0.7024907232739545
2011_1153_1400,0.4349097393785017
2011_1153_1401,0.6581395694466716
2011_1153_1412,0.7019569489454146
2011_1153_1417,0.6697485817295868
2011_1153_1421,0.8662624522888002
2011_1153_1424,0.6373270361933465
2011_1153_1425,0.7948246418607021
2011_1153_1427,0.9455575662895295
2011_1153_1429,0.7642383134329049
2011_1153_1433,0.7584651218670657
2011_1153_1435,0.5840895537633028
2011_1153_1437,0.5396268090060526
2011_1153_1449,0.39265349368680774
2011_1153_1452,0.37374498163741066
2011_1153_1458,0.2830904418415577
2011_1153_1459,0.834725596637117
2011_1153_1462,0.8570947688465872
2011_1155_1163,0.13273437103839966
2011_1155_1181,0.03481316060536911
2011_1155_1196,0.16311849657540942
2011_1155_1199,0.5688444608850355
2011_1155_1206,0.33712655235241207
2011_1155_1207,0.30982198562202906
2011_1155_1208,0.4780254116029571
2011_1155_1211,0.33603053310288195
2011_1155_1214,0.7170701104891569
2011_1155_1228,0.45005006439970224
2011_1155_1232,0.6972687796021285
2011_1155_1242,0.13236625909201016
2011_1155_1243,0.3146223600266943
2011_1155_1246,0.13342479289122194
2011_1155_1254,0.7419686910797161
2011_1155_1257,0.18501734177112455
2011_1155_1266,0.5248343726035912
2011_1155_1272,0.527782109475275
2011_1155_1276,0.36549998731637545
2011_1155_1277,0.6173000453015042
2011_1155_1281,0.3437567079559157
2011_1155_1287,0.460165314528595
2011_1155_1294,0.6669393405739223
2011_1155_1314,0.13460466865211082
2011_1155_1323,0.28763472654859135
2011_1155_1324,0.475243876711434
2011_1155_1326,0.08520737153578477
2011_1155_1330,0.2747634067707096
2011_1155_1336,0.4648059795639196
2011_1155_1338,0.18122236210288828
2011_1155_1343,0.58246716924806
2011_1155_1345,0.19516087286948877
2011_1155_1350,0.5118616984481961
2011_1155_1361,0.07124095820768687
2011_1155_1364,0.7430376715766365
2011_1155_1385,0.33256854579281053
2011_1155_1389,0.7129661479284916
2011_1155_1393,0.19400695900684173
2011_1155_1396,0.32708134982240816
2011_1155_1397,0.41715127887452136
2011_1155_1400,0.18915463926601628
2011_1155_1401,0.3685014361562125
2011_1155_1412,0.4165307676702638
2011_1155_1417,0.38069075189520457
2011_1155_1421,0.6625420509805463
2011_1155_1424,0.347536818077528
2011_1155_1425,0.5400616825170916
2011_1155_1427,0.8403675494425649
2011_1155_1429,0.4955982771690578
2011_1155_1433,0.4876568597646073
2011_1155_1435,0.2985774403249742
2011_1155_1437,0.4390067179714325
2011_1155_1449,0.16385262681222465
2011_1155_1452,0.28491336661959155
2011_1155_1458,0.10689579462700524
2011_1155_1459,0.731079700227615
2011_1155_1462,0.30195799703727266
2011_1163_1181,0.34170623632963026
2011_1163_1196,0.5601546720908444
2011_1163_1199,0.8485695663838825
2011_1163_1206,0.7686794583554487
2011_1163_1207,0.8779706545364119
2011_1163_1208,0.856809583272504
2011_1163_1211,0.7678055331690443
2011_1163_1214,0.9430513031625016
2011_1163_1228,0.8424440966849561
2011_1163_1232,0.9376913740928051
2011_1163_1242,0.4991996227519983
2011_1163_1243,0.749959905554296
2011_1163_1246,0.7731743993827451
2011_1163_1254,0.9494644722298542
2011_1163_1257,0.5327201213116664
2011_1163_1266,0.8820831906217153
2011_1163_1272,0.8795566442616262
2011_1163_1276,0.8698577235926065
2011_1163_1277,0.9289356200184403
2011_1163_1281,0.7738882184117537
2011_1163_1287,0.8477830855895667
2011_1163_1294,0.9289961075675379
2011_1163_1314,0.6041843117711435
2011_1163_1323,0.6802110893136466
2011_1163_1324,0.8554361101860787
2011_1163_1326,0.3783367048140648
2011_1163_1330,0.7267494154739833
2011_1163_1336,0.8501765101637719
2011_1163_1338,0.4755962894269054
2011_1163_1343,0.9011354662694735
2011_1163_1345,0.6130562068968962
2011_1163_1350,0.8726339657097805
2011_1163_1361,0.33385823830888445
2011_1163_1364,0.949732071209399
2011_1163_1385,0.4900178129616035
2011_1163_1389,0.9419599335149101
2011_1163_1393,0.5854379067912069
2011_1163_1396,0.7605286241786124
2011_1163_1397,0.9115047235912818
2011_1163_1400,0.6208758778348115
2011_1163_1401,0.7922175348331932
2011_1163_1412,0.8234594912504148
2011_1163_1417,0.8006525843645664
2011_1163_1421,0.9276835139784205
2011_1163_1424,0.776799410305023
2011_1163_1425,0.8846872670838891
2011_1163_1427,0.9717487822144908
2011_1163_1429,0.8652256031682124
2011_1163_1433,0.8614770967655411
2011_1163_1435,0.7355398645473924
2011_1163_1437,0.8551242665007641
2011_1163_1449,0.5614768429068815
2011_1163_1452,0.5770598134768594
2011_1163_1458,0.43884438009864424
2011_1163_1459,0.9091107972769055
2011_1163_1462,0.7386577880629654
2011_1181_1196,0.710433357899808
2011_1181_1199,0.8829019409041552
2011_1181_1206,0.8648965998565072
2011_1181_1207,0.8496353091531701
2011_1181_1208,0.920175963292868
2011_1181_1211,0.8643220196327462
2011_1181_1214,0.9696067416558162
2011_1181_1228,0.9115111152293794
2011_1181_1232,0.9666578056043867
2011_1181_1242,0.657573241217446
2011_1181_1243,0.9404242884113482
2011_1181_1246,0.659638647755499
2011_1181_1254,0.9731146760623314
2011_1181_1257,0.7407706711940177
2011_1181_1266,0.9521675945021131
2011_1181_1272,0.9336363948666591
2011_1181_1276,0.9279355382997685
2011_1181_1277,0.9667447658657707
2011_1181_1281,0.8683099668247959
2011_1181_1287,0.9147465234159227
2011_1181_1294,0.9618403469034222
2011_1181_1314,0.7848208266951618
2011_1181_1323,0.835592893644305
2011_1181_1324,0.9193530868178126
2011_1181_1326,0.5396877837067074
2011_1181_1330,0.8367021528882249
2011_1181_1336,0.916191117744561
2011_1181_1338,0.7358691147299995
2011_1181_1343,0.99601663202935
2011_1181_1345,0.7532231508484132
2011_1181_1350,0.9295731523104224
2011_1181_1361,0.49122935837984166
2011_1181_1364,0.9732605678833621
2011_1181_1385,0.681209355078532
2011_1181_1389,0.9690075578372096
2011_1181_1393,0.7518520046055345
2011_1181_1396,0.9539822759471538
2011_1181_1397,0.9000892397092423
2011_1181_1400,0.7459604797799804
2011_1181_1401,0.8801703374710924
2011_1181_1412,0.9759468257781695
2011_1181_1417,0.8855507107235507
